"SITE_ID","LAT_DD83","LON_DD83","XCOORD","YCOORD","AG_ECO3_NM","AG_ECO9_NM","MISS_BASIN_NM","MAJ_BAS_NM","FS_EW","EPA_REG","STRAH_CAT","NARS_OWN","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","WGT13_ALL","WGT13_CAT","ANC_COND","ANC","DOC","PH","SAL_COND","COND","NTL_COND","NTL_UG_L","PTL_COND","PTL","BENT_MMI_COND","MMI_BENT","OE_SCORE","OE_COND","INSTRMCVR_COND","L_XFC_NAT","BEDSED_COND","LRBS_USE","RIPDIST_COND","W1_HALL","RIPVEG_COND","L_XCMGW","FISH_MMI_COND","MMI_FISH","ENT_1X_CCE_100ML","ENT_1X_STV_COND","MICX_COND","MICX_RESULT","MICX_MDL","MICX_RL","MICX_FLAG","HG_COND","MERCURY_RESULT","MERCURY_MDL","MERCURY_RL","MERCURY_FLAG","PUBLICATION_DATE"
"MARM-1003","42.65102","-71.3109","1989610","836829.3","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","NPS","Target_Sampled","MA_RiversMajor_NAP","Base_NewRiversMajor","Include","MA","Target","Urban","1","96.29645","48.14823","MA_RiversMajor","None","151.45","5.42","7.05","Good","83.4","Poor",575,"Poor","57","Poor","17.77","0.47299301922818809","OE<0.5","Good","-0.432866652","Fair","-2.019830175","High","4.79954112554113","Poor","-0.288576254","Poor","20.91","787.616280696161","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","464","2.41","13.3",NA,2017-10-12
"MERO-1025","43.49894","-70.48889","2029160","945635.9","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversOther","Private","Target_Sampled","ME_RiversOther_NAP","Base_NewRiversOther","Include","ME","Target","Urban","1","255.1405","127.57025","ME_RiversOther","None","144.89","4.07","7.09","Good","50.8","Good",241,"Fair","27","Poor","23.13","0.39360040959750908","OE<0.5","Good","-0.493003268","Not Assessed",NA,"Moderate","1.34853636363636","Good","0.0515033258","Poor","31.88","2034.03460097614","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","465","2.86","15.8",NA,2017-10-12
"MSRO-1022","33.43219","-91.12303","450236.8","-443437.8","Plains and Lowlands","Coastal Plains","Lower Mississippi Region","Lower Mississippi Region",NA,"Region_4","RiversOther","Private","Target_Sampled","MS_RiversOther_CPL","Base_NewRiversOther","Include","MS","Target","NonUrban","1","1265.64336","474.61626","MS_RiversOther","None","2796.45","3.79","8.19","Good","489","Poor",1668,"Poor","177","Poor","23.62","0.21576362045973227","OE<0.5","Poor","-1.485090181","Good","-1.470639309","High","1.59850909090909","Poor","-0.502316586","Fair","50.24","23.5811363356763","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","87.9","3","16.6",NA,2017-10-12
"MSRO-1019","34.66684","-90.21998","525133.5","-301280.2","Plains and Lowlands","Coastal Plains","Lower Mississippi Region","Lower Mississippi Region",NA,"Region_4","RiversOther","Private","Target_Sampled","MS_RiversOther_CPL","Base_NewRiversOther","Include","MS","Target","NonUrban","1","1265.64336","474.61626","MS_RiversOther","None","577.49","5.54","7.62","Good","74.8","Fair",650,"Poor","131","Good","61.07","0.92106139307813539","O/E>=0.9","Fair","-0.738196627","Fair","-2.682510772","Low","0.166668181818182","Good","0.1561635281","Fair","53.65","564.826433571923","Below Human Health Threshold","<= 10 ug/L","0.253",NA,NA,NA,"Exceeds 300 ng Hg/g ww","702","2.74","15.2",NA,2017-10-12
"CTR9-0902","41.78270426","-71.89588062","1967862.349","730725.693","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversOther","Private","Target_Sampled","CT_Rivers_CMMRV_5th","Base_09River","Include","CT","Target","Urban","1","1","43.16883","CT_RiversOther","None","447.87","4.12","7.58","Good","221","Poor",696,"Fair","32","Fair","51.15","0.85381067461860549","O/E<0.9","Good","-0.406915415","Good","0.322508682","Moderate","1.26517727272727","Good","0.2774008196","Poor","34.06","3604.36799153907","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","57.2","0.598","3.31",NA,2017-10-12
"IDS9-0921","42.17904009","-114.2219629","-1486067.493","667061.576","West","Xeric",NA,"Pacific Northwest Region","West","Region_10","SmallStreams","USFS","Target_Sampled","ID_Streams_ID_1st","Base_09Stream","Include","ID","Target","NonUrban","2","1","2117.75778","ID_SmallStreams","None","2900.45","1.22","7.8","Good","293","Fair",289,"Fair","77","Fair","45.62","0.89359376338696628","O/E<0.9","Poor","-0.717110229","Good","-1.703422384","Low","0.303045454545455","Good","-0.318347694","Not Assessed",NA,"341.529144972464","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"INSS-1095","40.41867","-87.52563","711996.3","358863.3","Plains and Lowlands","Temporate Plains","Ohio Region","Ohio-Tennessee Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","IN_SmallStreams_TPL","Base_NewSmallStreams","Include","IN","Target","NonUrban","1","5061.69799","1643.70715","IN_SmallStreams","None","5678.01","2.87","8.06","Good","674","Good",531,"Fair","119","Good","41.1","0.74091159619199154","O/E<0.8","Good","-0.318347694","Fair","-1.239401175","Moderate","1.06060909090909","Poor","-1.402903423","Good","68.06","1310.78539894729","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","52","3.69","20.4",NA,2017-10-12
"SDRO-1071","43.96688","-98.98078","-238286.9","727577.4","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Private","Target_Sampled","SD_RiversOther_NPL","Base_NewRiversOther","Include","SD","Target","NonUrban","1","546.31849","154.96102","SD_RiversOther","None","6132.35","14.97","8.19","Poor","2700","Poor",1700,"Poor","305","Poor","28.08","0.7633712830163607","O/E<0.8","Good","-0.624752178","Poor","-2.111612545","High","2.27280909090909","Poor","-2","Poor","32.1","655.787772727121","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","106","3.98","22",NA,2017-10-12
"RIRO-1003","41.9159","-71.41315","2002586","755225.9","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversOther","Private","Target_Sampled","RI_RiversOther_NAP","Base_NewRiversOther","Include","RI","Target","Urban","1","22.01474","11.00737","RI_RiversOther","None","624.22","3.93","7.71","Good","405","Poor",1255,"Poor","93","Poor","21.32","0.75341718252182432","O/E<0.8","Fair","-1.22184875","Good","-0.651575239","High","2.93186363636364","Fair","-0.002573898","Poor","32.26","8214.81118107393","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","74.3","2.91","16.1",NA,2017-10-12
"CARM-1012","40.51054","-124.1486","-2330632","685097.2","West","Western Mountains",NA,"California Region",NA,"Region_9","RiversMajor","Private","Target_Sampled","CA_RiversMajor_WMT","Base_NewRiversMajor","Include","CA","Target","Urban","1","233.87345","20.27966","CA_RiversMajor","None","2140","2.24","8.61","Good","269","Fair",191,"Good","6.4","Poor","14.88","0.62663831557508842","O/E<0.8","Poor","-1.256062854","Good","0.672024236","Moderate","0.454568181818182","Good","-0.139798157","Not Assessed",NA,"813.068042573006","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MTLS-1138","45.3917","-109.6788","-1067146","959434.8","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","Private","Target_Sampled","MT_LargeStreams_NPL","Base_NewLargeStreams","Include","MT","Target","NonUrban","1","1417.79209","253.87889","MT_LargeStreams","None","424.91","0.98","7.67","Good","50","Good",245,"Good","22","Good","93.68","1.0594965710278219","O/E>=0.9","Good","-0.251811973","Good","-0.217060465","High","2.33337272727273","Good","-0.091514981","Good","53.1","154.832341457609","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","41.9","3.28","18.2",NA,2017-10-12
"MIS9-0926","43.93064","-86.02687","796354.9","761622.7","Plains and Lowlands","Upper Midwest",NA,"Great Lakes Region","East","Region_5","LargeStreams","USFS","Target_Sampled","MI_Streams_MI_3rd4t","Base_09Stream","Include","MI","Target","NonUrban","1","1","3111.04664","MI_LargeStreams","None","2900.35","1.77","8.35","Good","348","Good",183,"Good","26","Good","56.92","0.82001494591180069","O/E<0.9","Good","-0.668480681","Poor","-1.528081286","Low","0.318186363636364","Good","-0.27256966","Good","52.66","1056.0388001941","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","162","3.88","21.5",NA,2017-10-12
"SDRO-1078","43.32469","-100.8835","-393968.1","662302.8","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Native American","Target_Sampled","SD_RiversOther_NPL","Base_NewRiversOther","Include","SD","Target","NonUrban","1","546.31849","154.96102","SD_RiversOther","None","3150.56","5.87","8.44","Good","331","Poor",1763,"Poor","542","Good","78.62","0.96316857488557295","O/E>=0.9","Good","-0.641718964","Good","-0.621506773","Moderate","1.42429090909091","Good","-0.108918921","Poor","35.77","599.221378711884","Below Human Health Threshold","<= 10 ug/L","0.142",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","193","3.36","18.6",NA,2017-10-12
"VAS9-0918","37.05595","-80.29943","1376852","64234.36","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","VA_Streams_VA_2nd","Base_09Stream","Include","VA","Target","NonUrban","1","1","5068.33052","VA_SmallStreams","None","527.76","2.65","7.57","Good","82.9","Poor",1178,"Poor","130","Poor","16.33","0.57909885853071308","O/E<0.8","Good","-0.067803062","Poor","-2.501282721","High","1.5","Poor","-0.986396824","Good","70.19","3217.27265070051","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","88.2","3.31","18.3",NA,2017-10-12
"WYSS-1213","44.79068","-109.7995","-1086173","894634.7","West","Western Mountains","Upper Missouri Region","Missouri Region","West","Region_8","SmallStreams","USFS","Target_Sampled","WY_SmallStreams_WMT","Base_NewSmallStreams","Include","WY","Target","NonUrban","1","10258.10662","1540.46401","WY_SmallStreams","None","408.64","0.99","7.65","Good","57.4","Good",13,"Poor","43","Fair","48.98","0.87057934623327171","O/E<0.9","Fair","-0.33939321","Fair","-1.211583629","Low","0","Poor","-0.534887652","Poor","0",NA,"Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NERO-1046","41.21068","-98.11082","-175596.7","417743.2","Plains and Lowlands","Southern Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","RiversOther","Private","Target_Sampled","NE_RiversOther_SPL","Base_NewRiversOther","Include","NE","Target","NonUrban","1","718.76934","241.03456","NE_RiversOther","None","1551","10.82","7.97","Good","232","Poor",2384,"Poor","1576","Fair","22.15","0.59494354337143718","O/E<0.8","Good","-0.862415739","Good","-1.057646265","Moderate","1.09091818181818","Fair","-0.612448395","Poor","30.04","1394.19139505049","Above Human Health Threshold","<= 10 ug/L","0.154",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","99.9","3.18","17.6",NA,2017-10-12
"TNLS-1031","36.26538","-82.31631","1214007","-50775.34","Eastern Highlands","Southern Appalachians","Tennessee Region","Ohio-Tennessee Region",NA,"Region_4","LargeStreams","Private","Target_Sampled","TN_LargeStreams_SAP","Base_NewLargeStreams","Include","TN","Target","NonUrban","1","4957.3006","1814.57679","TN_LargeStreams","None","3254.99","0.66","8.43","Good","363","Poor",920,"Poor","27","Fair","40.03","0.99864215520413713","O/E>=0.9","Fair","-0.670324822","Good","-0.209236191","High","2.03032272727273","Poor","-0.318347694","Fair","53.38","750.892269934622","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","55.3","3.31","18.3",NA,2017-10-12
"TNSS-1073","36.07871","-82.5009","1200701","-73812.76","Eastern Highlands","Southern Appalachians","Tennessee Region","Ohio-Tennessee Region",NA,"Region_4","SmallStreams","Private","Target_Sampled","TN_SmallStreams_SAP","Base_NewSmallStreams","Include","TN","Target","NonUrban","1","12951.56724","1698.31666","TN_SmallStreams","None","234.52","1.41","7.37","Good","32.4","Fair",274,"Fair","22","Good","70.08","1.0395005491697233","O/E>=0.9","Good","-0.173042186","Good","-0.302069194","High","2.43186818181818","Fair","0.058891682","Good","60.79","1883.31773731883","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","35.6","3.58","19.8",NA,2017-10-12
"INS9-0927","40.71213","-86.85061","765381.6","396839.1","Plains and Lowlands","Temporate Plains","Ohio Region","Ohio-Tennessee Region",NA,"Region_5","LargeStreams","Private","Target_Sampled","IN_Streams_IN_2nd3r","Base_09Stream","Include","IN","Target","NonUrban","2","1","1054.93215","IN_LargeStreams","None","5280.23","2.85","8.2","Good","711","Good",601,"Good","75","Good","76.48","1.3415101383382395","O/E>=0.9","Good","-0.83456681","Fair","-1.283913648","High","1.75004545454545","Poor","-0.431531592","Good","71.25","661.104558057148","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","49.1","3.32","18.4",NA,2017-10-12
"MTR9-0917","45.59732","-109.3116","-1035500","977996.5","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Private","Target_Sampled","MT_Rivers_MT_6th","Base_09River","Include","MT","Target","NonUrban","1","1","587.19487","MT_RiversOther","None","1362.67","1.5","8.14","Good","153.6","Good",249,"Good","29","Good","76.53","0.8445823030115629","O/E<0.9","Good","-0.419697223","Good","0.593817","Moderate","1.25005","Good","-0.267058235","Good","59.68","1990.66404708655","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","211","3.41","18.9",NA,2017-10-12
"MALS-1041","42.03199","-71.6083","1983746","763690.4","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","LargeStreams","Private","Target_Sampled","MA_LargeStreams_NAP","Base_NewLargeStreams","Include","MA","Target","Urban","1","713.79462","178.44865","MA_LargeStreams","None","909.43","3.73","7.74","Fair","558","Poor",1549,"Poor","100","Fair","47.28","0.96427734761753225","O/E>=0.9","Fair","-0.892173573","Good","0.704403538","High","2.46219545454545","Good","0.2138194972","Poor","25.61","1156.32780783359","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","243","3.22","17.9",NA,2017-10-12
"DELS-1033","38.70236","-75.4707","1754935","325056","Plains and Lowlands","Coastal Plains",NA,"Mid-Atlantic Region",NA,"Region_3","LargeStreams","State","Target_Sampled","DE_LargeStreams_CPL","Base_NewLargeStreams","Include","DE","Target","NonUrban","1","127.98514","25.87833","DE_LargeStreams","None","203.56","1.18","6.87","Good","72.9","Poor",1225,"Fair","60","Good","60.87","1.069934789722766","O/E>=0.9","Poor","-1.037071311","Good","-1.556241478","Low","0","Poor","-0.507049228","Poor","39.74","594.754700042283","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","137","3.47","19.2",NA,2017-10-12
"GAR9-0913","30.96199996","-84.55846955","1087269.059","-665015.464","Plains and Lowlands","Coastal Plains",NA,"South-Atlantic Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","GA_Rivers_GA_7th+","Base_09River","Include","GA","Target","NonUrban","1","1","178.55489","GA_RiversMajor","None","1412.94","1.85","8.1","Good","184.1","Poor",1685,"Good","28","Fair","45.68","0.89912904347813472","O/E<0.9","Good","-0.443697499","Good","-0.096582226","Moderate","1.37124090909091","Good","0.0404045289","Good","57.94","103.946163845466","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","345","2.6","14.4",NA,2017-10-12
"KYRM-1005","37.23859","-86.67502","818157.4","10877.95","Plains and Lowlands","Temporate Plains","Ohio Region","Ohio-Tennessee Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","KY_RiversMajor_TPL","Base_NewRiversMajor","Include","KY","Target","NonUrban","1","372.6022","158.82305","KY_RiversMajor","None","2386.04","2.34","8.19","Good","307","Fair",1258,"Good","71","Fair","33.85","0.53595862308403941","O/E<0.8","Good","-0.262518213","Good","-0.318254745","Moderate","0.52275","Good","-0.02813402","Fair","52.36","670.638995642484","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","174","3.49","19.3",NA,2017-10-12
"MERM-1004","43.98173","-70.04076","2049390","1007154","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","Private","Target_Sampled","ME_RiversMajor_NAP","Base_NewRiversMajor","Include","ME","Target","Urban","1","123.07704","61.53852","ME_RiversMajor","None","238.35","6.7","7.25","Good","59.1","Fair",415,"Fair","31","Poor","33.97","0.71997189124423489","O/E<0.8","Good","-0.760359317","Good","-0.709525796","Moderate","0.984872727272727","Good","0.0367921606","Poor","28.98","922.431812521502","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","597","3.53","19.5",NA,2017-10-12
"PALS-1089","40.09951","-74.86764","1771115","489076.4","Plains and Lowlands","Coastal Plains",NA,"Mid-Atlantic Region",NA,"Region_3","LargeStreams","Private","Target_Sampled","PA_LargeStreams_CPL","Base_NewLargeStreams","Include","PA","Target","Urban","1","59.82983","35.86189","PA_LargeStreams","None","885.69","3.03","7.62","Good","461","Fair",750,"Good","46","Fair","43.2","0.94305229406074265","O/E>=0.9","Good","-0.019789969","Good","0.08514009","High","5.37129090909091","Good","0.0023624416","Poor","34.98","6270.03102490116","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","31.3","3.49","19.3",NA,2017-10-12
"NDRO-1021","46.05266","-101.4819","-424678.8","968171","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Private","Target_Sampled","ND_RiversOther_NPL","Base_NewRiversOther","Include","ND","Target","NonUrban","1","647.43212","191.93182","ND_RiversOther","None","6548.79","17.74","8.57","Poor","3030","Poor",1765,"Poor","132","Fair","48.07","0.86647507342061825","O/E<0.9","Good","-0.075955785","Good","-1.247619279","Moderate","1.24245454545455","Poor","-1.175105345","Fair","42.7","198.724023053986","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","397","4.09","22.6",NA,2017-10-12
"SDRM-1013","43.69437","-102.0366","-484254.3","708826.3","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversMajor","Private","Target_Sampled","SD_RiversMajor_NPL","Base_NewRiversMajor","Include","SD","Target","NonUrban","1","265.07902","64.67572","SD_RiversMajor","None","4722.46","5.3","8.54","Good","711","Fair",774,"Poor","394","Poor","20.73","0.5085215986200804","O/E<0.8","Fair","-1.106894235","Fair","-1.347185061","Moderate","0.712154545454545","Good","-0.344817893","Poor","27.8",NA,"Not Assessed","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
